stop_sequence,from_id,to_id,status,line,type,day,part_of_the_day,delay
17.0,38174,63,estimated,Bergen Co. Line ,NJ Transit,Friday,morning,0
11.0,106,38187,departed,Morristown Line,NJ Transit,Friday,morning,0
6.0,12,76,departed,Gladstone Branch,NJ Transit,Friday,morning,0
15.0,92,91,departed,Morristown Line,NJ Transit,Friday,morning,1
15.0,130,73,departed,No Jersey Coast,NJ Transit,Friday,morning,0
17.0,149,57,departed,Bergen Co. Line ,NJ Transit,Friday,morning,0
9.0,140,81,departed,Gladstone Branch,NJ Transit,Friday,morning,0
22.0,23,37,departed,Gladstone Branch,NJ Transit,Friday,morning,1
5.0,103,38,departed,Northeast Corrdr,NJ Transit,Friday,morning,0
10.0,70,41,departed,Northeast Corrdr,NJ Transit,Friday,morning,0
11.0,150,95,departed,Montclair-Boonton,NJ Transit,Friday,morning,0
5.0,23,112,departed,Morristown Line,NJ Transit,Friday,morning,1
8.0,70,127,departed,Northeast Corrdr,NJ Transit,Friday,morning,0
2.0,13,122,departed,No Jersey Coast,NJ Transit,Friday,morning,0
6.0,92,30,departed,Morristown Line,NJ Transit,Friday,morning,0
4.0,107,38105,departed,Raritan Valley,NJ Transit,Friday,morning,0
8.0,62,156,departed,Pascack Valley,NJ Transit,Friday,morning,0
8.0,25,126,departed,Bergen Co. Line ,NJ Transit,Friday,morning,0
11.0,52,131,estimated,Main Line,NJ Transit,Friday,morning,0
10.0,19,154,departed,Montclair-Boonton,NJ Transit,Friday,morning,0
7.0,116,29,departed,Main Line,NJ Transit,Friday,morning,0
1.0,63,63,departed,Pascack Valley,NJ Transit,Friday,morning,0
12.0,38187,105,estimated,Northeast Corrdr,NJ Transit,Friday,morning,0
16.0,108,157,departed,Raritan Valley,NJ Transit,Friday,morning,0
7.0,76,88,departed,Gladstone Branch,NJ Transit,Friday,morning,0
23.0,45,117,departed,Gladstone Branch,NJ Transit,Friday,morning,0
6.0,41,70,departed,No Jersey Coast,NJ Transit,Friday,morning,0
5.0,128,3,departed,Bergen Co. Line ,NJ Transit,Friday,morning,0
2.0,105,38187,departed,Northeast Corrdr,NJ Transit,Friday,morning,0
8.0,102,44,departed,Raritan Valley,NJ Transit,Friday,morning,0
12.0,95,89,departed,Montclair-Boonton,NJ Transit,Friday,morning,0
1.0,124,124,departed,Princeton Shuttle,NJ Transit,Friday,morning,0
10.0,81,87,departed,Gladstone Branch,NJ Transit,Friday,morning,0
11.0,41,37953,departed,Northeast Corrdr,NJ Transit,Friday,morning,0
13.0,125,32905,departed,Northeast Corrdr,NJ Transit,Friday,morning,1
5.0,38105,31,departed,Raritan Valley,NJ Transit,Friday,morning,0
5.0,85,59,departed,No Jersey Coast,NJ Transit,Friday,morning,0
8.0,29,115,departed,Main Line,NJ Transit,Friday,morning,0
1.0,10,10,departed,Atl. City Line,NJ Transit,Friday,morning,0
9.0,156,42,departed,Pascack Valley,NJ Transit,Friday,morning,0
6.0,38,84,departed,Northeast Corrdr,NJ Transit,Friday,morning,0
7.0,30,77,departed,Morristown Line,NJ Transit,Friday,morning,0
8.0,88,143,departed,Gladstone Branch,NJ Transit,Friday,morning,0
23.0,37,106,departed,Gladstone Branch,NJ Transit,Friday,morning,1
10.0,38187,105,estimated,Morristown Line,NJ Transit,Friday,morning,0
6.0,112,140,departed,Morristown Line,NJ Transit,Friday,morning,1
3.0,122,79,departed,No Jersey Coast,NJ Transit,Friday,morning,0
9.0,126,51,departed,Bergen Co. Line ,NJ Transit,Friday,morning,0
9.0,127,83,departed,Northeast Corrdr,NJ Transit,Friday,morning,0
11.0,87,136,departed,Gladstone Branch,NJ Transit,Friday,morning,0
7.0,70,127,departed,No Jersey Coast,NJ Transit,Friday,morning,0
15.0,107,38187,departed,No Jersey Coast,NJ Transit,Friday,morning,0
6.0,3,151,departed,Bergen Co. Line ,NJ Transit,Friday,morning,0
16.0,91,94,departed,Morristown Line,NJ Transit,Friday,morning,0
9.0,115,33,departed,Main Line,NJ Transit,Friday,morning,0
10.0,42,111,departed,Pascack Valley,NJ Transit,Friday,morning,0
10.0,51,131,departed,Bergen Co. Line ,NJ Transit,Friday,morning,0
7.0,140,81,departed,Morristown Line,NJ Transit,Friday,morning,1
9.0,44,155,departed,Raritan Valley,NJ Transit,Friday,morning,0
2.0,124,125,estimated,Princeton Shuttle,NJ Transit,Friday,morning,0
6.0,59,37169,departed,No Jersey Coast,NJ Transit,Friday,morning,0
9.0,143,48,departed,Gladstone Branch,NJ Transit,Friday,morning,0
17.0,157,68,departed,Raritan Valley,NJ Transit,Friday,morning,0
24.0,117,49,estimated,Gladstone Branch,NJ Transit,Friday,morning,0
7.0,151,64,departed,Bergen Co. Line ,NJ Transit,Friday,morning,0
4.0,79,141,departed,No Jersey Coast,NJ Transit,Friday,morning,0
11.0,38417,38174,departed,Bergen Co. Line ,NJ Transit,Friday,morning,0
8.0,77,27,departed,Morristown Line,NJ Transit,Friday,morning,0
6.0,31,32,departed,Raritan Valley,NJ Transit,Friday,morning,1
1.0,1,1,departed,Atl. City Line,NJ Transit,Friday,morning,0
10.0,33,75,departed,Main Line,NJ Transit,Friday,morning,0
17.0,94,34,departed,Morristown Line,NJ Transit,Friday,morning,0
7.0,84,83,departed,Northeast Corrdr,NJ Transit,Friday,morning,0
3.0,38187,107,departed,Northeast Corrdr,NJ Transit,Friday,morning,0
12.0,37953,107,departed,Northeast Corrdr,NJ Transit,Friday,morning,0
11.0,154,106,departed,Montclair-Boonton,NJ Transit,Friday,morning,0
11.0,111,132,departed,Pascack Valley,NJ Transit,Friday,morning,0
16.0,73,74,estimated,No Jersey Coast,NJ Transit,Friday,morning,0
14.0,32905,148,estimated,Northeast Corrdr,NJ Transit,Friday,morning,0
10.0,83,84,departed,Northeast Corrdr,NJ Transit,Friday,morning,0
10.0,48,17,departed,Gladstone Branch,NJ Transit,Friday,morning,0
12.0,136,145,departed,Gladstone Branch,NJ Transit,Friday,morning,0
2.0,63,38174,departed,Pascack Valley,NJ Transit,Friday,morning,0
12.0,38187,105,estimated,Morristown Line,NJ Transit,Friday,morning,0
11.0,75,66,departed,Main Line,NJ Transit,Friday,morning,0
8.0,64,131,departed,Bergen Co. Line ,NJ Transit,Friday,morning,0
8.0,81,87,departed,Morristown Line,NJ Transit,Friday,morning,1
11.0,131,64,departed,Bergen Co. Line ,NJ Transit,Friday,morning,0
18.0,57,135,departed,Bergen Co. Line ,NJ Transit,Friday,morning,0
7.0,32,155,departed,Raritan Valley,NJ Transit,Friday,morning,1
13.0,89,38081,estimated,Montclair-Boonton,NJ Transit,Friday,morning,0
10.0,155,32,departed,Raritan Valley,NJ Transit,Friday,morning,0
18.0,68,6,departed,Raritan Valley,NJ Transit,Friday,morning,0
8.0,127,158,departed,No Jersey Coast,NJ Transit,Friday,morning,0
2.0,10,2,departed,Atl. City Line,NJ Transit,Friday,morning,0
1.0,125,125,departed,Princeton Shuttle,NJ Transit,Friday,morning,0
5.0,141,15,departed,No Jersey Coast,NJ Transit,Friday,morning,0
25.0,93,54,estimated,Morristown Line,NJ Transit,Friday,morning,0
1.0,74,74,departed,No Jersey Coast,NJ Transit,Friday,morning,0
1.0,148,148,departed,Northeast Corrdr,NJ Transit,Friday,morning,0
1.0,63,63,departed,Main Line,NJ Transit,Friday,morning,0
9.0,87,136,departed,Morristown Line,NJ Transit,Friday,morning,1
12.0,64,151,departed,Bergen Co. Line ,NJ Transit,Friday,morning,0
12.0,132,110,departed,Pascack Valley,NJ Transit,Friday,morning,0
1.0,105,105,departed,Montclair-Boonton,NJ Transit,Friday,morning,0
9.0,27,145,departed,Morristown Line,NJ Transit,Friday,morning,0
13.0,145,104,departed,Gladstone Branch,NJ Transit,Friday,morning,0
1.0,123,123,departed,Main Line,NJ Transit,Friday,morning,0
4.0,107,37953,departed,Northeast Corrdr,NJ Transit,Friday,morning,0
9.0,131,51,departed,Bergen Co. Line ,NJ Transit,Friday,morning,0
11.0,84,38,departed,Northeast Corrdr,NJ Transit,Friday,morning,0
11.0,17,99,departed,Gladstone Branch,NJ Transit,Friday,morning,0
13.0,107,38187,departed,Northeast Corrdr,NJ Transit,Friday,morning,0
8.0,83,127,departed,Northeast Corrdr,NJ Transit,Friday,morning,0
6.0,15,22,departed,No Jersey Coast,NJ Transit,Friday,morning,0
7.0,37169,139,departed,No Jersey Coast,NJ Transit,Friday,morning,0
8.0,155,44,departed,Raritan Valley,NJ Transit,Friday,morning,1
13.0,110,5,departed,Pascack Valley,NJ Transit,Friday,morning,1
2.0,74,40,departed,No Jersey Coast,NJ Transit,Friday,morning,0
2.0,125,124,estimated,Princeton Shuttle,NJ Transit,Friday,morning,0
14.0,104,99,departed,Gladstone Branch,NJ Transit,Friday,morning,0
11.0,32,31,departed,Raritan Valley,NJ Transit,Friday,morning,0
10.0,145,136,departed,Morristown Line,NJ Transit,Friday,morning,0
10.0,136,145,departed,Morristown Line,NJ Transit,Friday,morning,1
3.0,38174,160,departed,Pascack Valley,NJ Transit,Friday,morning,0
18.0,34,35,estimated,Morristown Line,NJ Transit,Friday,morning,0
5.0,37953,41,departed,Northeast Corrdr,NJ Transit,Friday,morning,0
9.0,158,119,departed,No Jersey Coast,NJ Transit,Friday,morning,0
2.0,148,32905,departed,Northeast Corrdr,NJ Transit,Friday,morning,0
16.0,38187,105,estimated,No Jersey Coast,NJ Transit,Friday,morning,0
10.0,51,126,departed,Bergen Co. Line ,NJ Transit,Friday,morning,0
7.0,22,8,departed,No Jersey Coast,NJ Transit,Friday,morning,0
13.0,151,3,departed,Bergen Co. Line ,NJ Transit,Friday,morning,0
12.0,66,38174,departed,Main Line,NJ Transit,Friday,morning,0
12.0,38,103,departed,Northeast Corrdr,NJ Transit,Friday,morning,0
12.0,38174,63,estimated,Bergen Co. Line ,NJ Transit,Friday,morning,0
14.0,5,43,departed,Pascack Valley,NJ Transit,Friday,morning,1
9.0,44,102,departed,Raritan Valley,NJ Transit,Friday,morning,1
12.0,99,104,departed,Gladstone Branch,NJ Transit,Friday,morning,0
11.0,136,87,departed,Morristown Line,NJ Transit,Friday,morning,0
8.0,139,119,departed,No Jersey Coast,NJ Transit,Friday,morning,1
9.0,127,70,departed,Northeast Corrdr,NJ Transit,Friday,morning,0
1.0,63,63,departed,Gladstone Branch,NJ Transit,Friday,morning,0
3.0,40,4,departed,No Jersey Coast,NJ Transit,Friday,morning,0
15.0,99,17,departed,Gladstone Branch,NJ Transit,Friday,morning,0
11.0,126,25,departed,Bergen Co. Line ,NJ Transit,Friday,morning,0
12.0,31,38105,departed,Raritan Valley,NJ Transit,Friday,morning,0
1.0,105,105,departed,Northeast Corrdr,NJ Transit,Friday,morning,0
19.0,135,26,departed,Bergen Co. Line ,NJ Transit,Friday,morning,0
24.0,106,63,estimated,Gladstone Branch,NJ Transit,Friday,morning,0
8.0,8,4,departed,No Jersey Coast,NJ Transit,Friday,morning,0
3.0,2,39,departed,Atl. City Line,NJ Transit,Friday,morning,0
10.0,102,120,departed,Raritan Valley,NJ Transit,Friday,morning,1
14.0,3,128,departed,Bergen Co. Line ,NJ Transit,Friday,morning,0
2.0,105,38187,departed,Montclair-Boonton,NJ Transit,Friday,morning,0
12.0,106,38187,departed,Montclair-Boonton,NJ Transit,Friday,morning,0
1.0,63,63,departed,Bergen Co. Line ,NJ Transit,Friday,morning,0
10.0,119,139,departed,No Jersey Coast,NJ Transit,Friday,morning,0
6.0,41,70,departed,Northeast Corrdr,NJ Transit,Friday,morning,0
2.0,63,38174,departed,Main Line,NJ Transit,Friday,morning,0
11.0,145,27,departed,Morristown Line,NJ Transit,Friday,morning,1
16.0,17,48,departed,Gladstone Branch,NJ Transit,Friday,morning,0
4.0,4,8,departed,No Jersey Coast,NJ Transit,Friday,morning,0
15.0,43,160,departed,Pascack Valley,NJ Transit,Friday,morning,1
19.0,6,60,estimated,Raritan Valley,NJ Transit,Friday,morning,0
12.0,87,81,departed,Morristown Line,NJ Transit,Friday,morning,0
3.0,32905,125,departed,Northeast Corrdr,NJ Transit,Friday,morning,0
13.0,104,145,departed,Gladstone Branch,NJ Transit,Friday,morning,0
15.0,128,38417,departed,Bergen Co. Line ,NJ Transit,Friday,morning,0
4.0,160,43,departed,Pascack Valley,NJ Transit,Friday,morning,1
12.0,25,121,departed,Bergen Co. Line ,NJ Transit,Friday,morning,0
9.0,4,40,departed,No Jersey Coast,NJ Transit,Friday,morning,0
9.0,119,158,departed,No Jersey Coast,NJ Transit,Friday,morning,1
5.0,8,22,departed,No Jersey Coast,NJ Transit,Friday,morning,0
1.0,105,105,departed,No Jersey Coast,NJ Transit,Friday,morning,0
10.0,70,41,departed,Northeast Corrdr,NJ Transit,Friday,morning,0
7.0,70,127,departed,Northeast Corrdr,NJ Transit,Friday,morning,0
13.0,81,140,departed,Morristown Line,NJ Transit,Friday,morning,0
17.0,48,143,departed,Gladstone Branch,NJ Transit,Friday,morning,0
11.0,120,36,departed,Raritan Valley,NJ Transit,Friday,morning,1
2.0,1,43298,departed,Atl. City Line,NJ Transit,Friday,morning,0
16.0,38417,78,departed,Bergen Co. Line ,NJ Transit,Friday,morning,0
14.0,38187,105,estimated,Northeast Corrdr,NJ Transit,Friday,morning,0
12.0,27,77,departed,Morristown Line,NJ Transit,Friday,morning,1
3.0,38174,66,departed,Main Line,NJ Transit,Friday,morning,0
13.0,121,46,departed,Bergen Co. Line ,NJ Transit,Friday,morning,0
5.0,43,5,departed,Pascack Valley,NJ Transit,Friday,morning,0
20.0,26,86,departed,Bergen Co. Line ,NJ Transit,Friday,morning,0
18.0,143,88,departed,Gladstone Branch,NJ Transit,Friday,morning,0
2.0,105,38187,departed,Northeast Corrdr,NJ Transit,Friday,morning,0
13.0,103,32906,departed,Northeast Corrdr,NJ Transit,Friday,morning,0
1.0,105,105,departed,Morristown Line,NJ Transit,Friday,morning,0
14.0,145,136,departed,Gladstone Branch,NJ Transit,Friday,morning,0
13.0,38174,63,estimated,Main Line,NJ Transit,Friday,morning,0
1.0,129,129,departed,Raritan Valley,NJ Transit,Friday,morning,0
6.0,22,15,departed,No Jersey Coast,NJ Transit,Friday,morning,0
4.0,66,75,departed,Main Line,NJ Transit,Friday,morning,0
6.0,5,110,departed,Pascack Valley,NJ Transit,Friday,morning,1
13.0,77,30,departed,Morristown Line,NJ Transit,Friday,morning,1
11.0,41,37953,departed,Northeast Corrdr,NJ Transit,Friday,morning,0
11.0,139,37169,departed,No Jersey Coast,NJ Transit,Friday,morning,0
2.0,123,113,departed,Main Line,NJ Transit,Friday,morning,1
14.0,140,112,departed,Morristown Line,NJ Transit,Friday,morning,0
17.0,78,144,estimated,Bergen Co. Line ,NJ Transit,Friday,morning,0
14.0,46,43599,departed,Bergen Co. Line ,NJ Transit,Friday,morning,0
8.0,127,83,departed,Northeast Corrdr,NJ Transit,Friday,morning,1
10.0,40,74,estimated,No Jersey Coast,NJ Transit,Friday,morning,0
1.0,105,105,departed,Raritan Valley,NJ Transit,Friday,morning,0
19.0,88,76,departed,Gladstone Branch,NJ Transit,Friday,morning,0
15.0,136,87,departed,Gladstone Branch,NJ Transit,Friday,morning,0
2.0,63,38174,departed,Bergen Co. Line ,NJ Transit,Friday,morning,0
4.0,39,55,departed,Atl. City Line,NJ Transit,Friday,morning,0
13.0,38105,107,departed,Raritan Valley,NJ Transit,Friday,morning,0
3.0,38187,106,departed,Montclair-Boonton,NJ Transit,Friday,morning,0
12.0,36,21,departed,Raritan Valley,NJ Transit,Friday,morning,1
16.0,160,38174,departed,Pascack Valley,NJ Transit,Friday,morning,1
5.0,75,33,departed,Main Line,NJ Transit,Friday,morning,0
2.0,129,138,departed,Raritan Valley,NJ Transit,Friday,morning,0
2.0,89,89,departed,Montclair-Boonton,NJ Transit,Friday,morning,0
3.0,43298,28,departed,Atl. City Line,NJ Transit,Friday,morning,0
7.0,15,141,departed,No Jersey Coast,NJ Transit,Friday,morning,0
15.0,112,23,departed,Morristown Line,NJ Transit,Friday,morning,0
10.0,158,127,departed,No Jersey Coast,NJ Transit,Friday,morning,0
16.0,87,81,departed,Gladstone Branch,NJ Transit,Friday,morning,0
7.0,110,132,departed,Pascack Valley,NJ Transit,Friday,morning,1
12.0,37169,59,departed,No Jersey Coast,NJ Transit,Friday,morning,0
1.0,124,124,departed,Princeton Shuttle,NJ Transit,Friday,morning,0
14.0,30,92,departed,Morristown Line,NJ Transit,Friday,morning,1
13.0,21,24,departed,Raritan Valley,NJ Transit,Friday,morning,1
20.0,76,12,departed,Gladstone Branch,NJ Transit,Friday,morning,0
13.0,38187,105,estimated,Montclair-Boonton,NJ Transit,Friday,morning,0
1.0,49,49,departed,Gladstone Branch,NJ Transit,Friday,morning,0
2.0,105,38187,departed,No Jersey Coast,NJ Transit,Friday,morning,0
9.0,83,84,departed,Northeast Corrdr,NJ Transit,Friday,morning,1
3.0,89,95,departed,Montclair-Boonton,NJ Transit,Friday,morning,0
6.0,33,115,departed,Main Line,NJ Transit,Friday,morning,0
15.0,43599,134,departed,Bergen Co. Line ,NJ Transit,Friday,morning,0
1.0,144,144,departed,Main Line,NJ Transit,Friday,morning,0
2.0,63,106,departed,Gladstone Branch,NJ Transit,Friday,morning,0
1.0,74,74,departed,No Jersey Coast,NJ Transit,Friday,morning,0
11.0,127,70,departed,No Jersey Coast,NJ Transit,Friday,morning,1
17.0,81,140,departed,Gladstone Branch,NJ Transit,Friday,morning,0
4.0,95,150,departed,Montclair-Boonton,NJ Transit,Friday,morning,0
8.0,141,79,departed,No Jersey Coast,NJ Transit,Friday,morning,0
3.0,138,24,departed,Raritan Valley,NJ Transit,Friday,morning,0
12.0,37953,107,departed,Northeast Corrdr,NJ Transit,Friday,morning,0
3.0,38187,107,departed,Northeast Corrdr,NJ Transit,Friday,morning,0
21.0,12,18,departed,Gladstone Branch,NJ Transit,Friday,morning,0
7.0,115,29,departed,Main Line,NJ Transit,Friday,morning,0
15.0,92,91,departed,Morristown Line,NJ Transit,Friday,morning,1
2.0,105,38187,departed,Morristown Line,NJ Transit,Friday,morning,0
4.0,125,103,departed,Northeast Corrdr,NJ Transit,Friday,morning,1
4.0,106,154,departed,Montclair-Boonton,NJ Transit,Friday,morning,0
2.0,49,117,departed,Gladstone Branch,NJ Transit,Friday,morning,0
8.0,132,111,departed,Pascack Valley,NJ Transit,Friday,morning,1
16.0,23,106,departed,Morristown Line,NJ Transit,Friday,morning,1
21.0,86,113,estimated,Bergen Co. Line ,NJ Transit,Friday,morning,0
2.0,144,78,departed,Main Line,NJ Transit,Friday,morning,0
14.0,24,138,departed,Raritan Valley,NJ Transit,Friday,morning,1
3.0,38174,134,departed,Bergen Co. Line ,NJ Transit,Friday,morning,0
2.0,124,125,estimated,Princeton Shuttle,NJ Transit,Friday,morning,0
1.0,54,54,departed,Morristown Line,NJ Transit,Friday,morning,0
13.0,59,85,departed,No Jersey Coast,NJ Transit,Friday,morning,0
18.0,140,97,departed,Gladstone Branch,NJ Transit,Friday,morning,0
5.0,150,153,departed,Montclair-Boonton,NJ Transit,Friday,morning,0
4.0,24,21,departed,Raritan Valley,NJ Transit,Friday,morning,0
1.0,35,35,departed,Morristown Line,NJ Transit,Friday,morning,0
2.0,105,38187,departed,Raritan Valley,NJ Transit,Friday,morning,0
5.0,154,19,departed,Montclair-Boonton,NJ Transit,Friday,morning,0
10.0,84,38,departed,Northeast Corrdr,NJ Transit,Friday,morning,1
14.0,32906,125,departed,Northeast Corrdr,NJ Transit,Friday,morning,0
14.0,107,38187,departed,Raritan Valley,NJ Transit,Friday,morning,0
3.0,113,86,departed,Main Line,NJ Transit,Friday,morning,1
9.0,111,42,departed,Pascack Valley,NJ Transit,Friday,morning,1
3.0,106,37,departed,Gladstone Branch,NJ Transit,Friday,morning,0
3.0,78,38417,departed,Main Line,NJ Transit,Friday,afternoon,0
19.0,97,61,departed,Gladstone Branch,NJ Transit,Friday,afternoon,0
6.0,19,50,departed,Montclair-Boonton,NJ Transit,Friday,afternoon,0
4.0,37,23,departed,Gladstone Branch,NJ Transit,Friday,afternoon,0
4.0,134,43599,departed,Bergen Co. Line ,NJ Transit,Friday,afternoon,0
22.0,18,45,departed,Gladstone Branch,NJ Transit,Friday,afternoon,0
5.0,103,38,departed,Northeast Corrdr,NJ Transit,Friday,afternoon,1
4.0,107,37953,departed,Northeast Corrdr,NJ Transit,Friday,afternoon,0
6.0,153,152,departed,Montclair-Boonton,NJ Transit,Friday,afternoon,0
12.0,70,41,departed,No Jersey Coast,NJ Transit,Friday,afternoon,1
9.0,79,122,departed,No Jersey Coast,NJ Transit,Friday,afternoon,0
1.0,105,105,departed,Northeast Corrdr,NJ Transit,Friday,afternoon,0
16.0,134,38174,departed,Bergen Co. Line ,NJ Transit,Friday,afternoon,0
11.0,38,103,departed,Northeast Corrdr,NJ Transit,Friday,afternoon,1
13.0,107,38187,departed,Northeast Corrdr,NJ Transit,Friday,afternoon,0
5.0,55,9,departed,Atl. City Line,NJ Transit,Friday,afternoon,0
3.0,38187,107,departed,No Jersey Coast,NJ Transit,Friday,afternoon,0
17.0,38174,63,estimated,Pascack Valley,NJ Transit,Friday,afternoon,1
2.0,74,73,departed,No Jersey Coast,NJ Transit,Friday,afternoon,0
10.0,42,156,departed,Pascack Valley,NJ Transit,Friday,afternoon,1
20.0,61,112,departed,Gladstone Branch,NJ Transit,Friday,afternoon,0
4.0,28,71,departed,Atl. City Line,NJ Transit,Friday,afternoon,0
8.0,29,116,departed,Main Line,NJ Transit,Friday,afternoon,0
4.0,38417,128,departed,Main Line,NJ Transit,Friday,afternoon,0
3.0,117,45,departed,Gladstone Branch,NJ Transit,Friday,afternoon,0
1.0,125,125,departed,Princeton Shuttle,NJ Transit,Friday,afternoon,0
5.0,43599,46,departed,Bergen Co. Line ,NJ Transit,Friday,afternoon,0
5.0,23,112,departed,Gladstone Branch,NJ Transit,Friday,afternoon,0
14.0,85,130,departed,No Jersey Coast,NJ Transit,Friday,afternoon,0
21.0,112,23,departed,Gladstone Branch,NJ Transit,Friday,afternoon,0
13.0,41,109,departed,No Jersey Coast,NJ Transit,Friday,afternoon,0
